Iteration,Nº Landmarks,Landmarks detected,Real Landmarks,Association time,Localitation time,Association Cost,Recovery Applied,Location estimated,Real location,Location Error,Orientation Error
1177,5,24-31-38-39-43,24-31-38-39-43,148.986,339.329,2.98187,0,(113.104864 | -191.626362),(113.084320 | -191.603760),3.05434,0.0
1178,5,24-31-38-39-43,24-31-38-39-43,114.916,247.862,3.64899,0,(113.156837 | -191.649569),(113.084320 | -191.603760),8.57739,0.0
1179,5,24-31-38-39-43,24-31-38-39-43,180.577,568.232,1.91469,0,(113.058253 | -191.618433),(113.084320 | -191.603760),2.99125,0.0
1180,5,24-31-38-39-43,24-31-38-39-43,156.579,261.992,3.84339,0,(112.947800 | -191.738694),(113.084320 | -191.603760),19.195,0.0
1181,5,24-31-38-39-43,24-31-38-39-43,188.27,377.963,3.08486,0,(113.294518 | -191.294321),(113.084320 | -191.603760),37.4079,0.0
1182,5,24-31-38-39-43,24-31-38-39-43,188.193,312.073,4.09816,0,(113.151181 | -191.605435),(113.084320 | -191.603760),6.68821,0.0
1183,5,24-31-38-39-43,24-31-38-39-43,118.61,245.268,1.57604,0,(113.095186 | -191.585286),(113.084320 | -191.603760),2.14322,0.0
1184,5,24-31-38-39-43,24-31-38-39-43,112.786,273.972,3.10587,0,(113.084183 | -191.723494),(113.084320 | -191.603760),11.9734,0.0
1185,5,24-31-38-39-43,24-31-38-39-43,114.049,245.686,3.89469,0,(112.937152 | -191.592984),(113.084320 | -191.603760),14.7562,0.0
1186,5,24-31-38-39-43,24-31-38-39-43,158.83,351.944,3.23136,0,(113.080329 | -191.757390),(113.084320 | -191.603760),15.3683,0.0
1187,5,24-31-38-39-43,24-31-38-39-43,159.199,254.281,3.06617,0,(113.177458 | -191.563532),(113.084320 | -191.603760),10.1454,0.0
1188,5,24-31-38-39-43,24-31-38-39-43,122.881,263.809,4.8074,0,(113.028504 | -191.648264),(113.084320 | -191.603760),7.13872,0.0
1189,5,24-31-38-39-43,24-31-38-39-43,181.548,283.157,2.71363,0,(112.995878 | -191.696008),(113.084320 | -191.603760),12.7796,0.0
1190,5,24-31-38-39-43,24-31-38-39-43,180.196,311.649,2.85235,0,(113.259002 | -191.452993),(113.084320 | -191.603760),23.0748,0.0
1191,5,24-31-38-39-43,24-31-38-39-43,189.552,227.315,2.44852,0,(113.131969 | -191.536163),(113.084320 | -191.603760),8.27026,0.0
1192,5,24-31-38-39-43,24-31-38-39-43,178.807,249.532,1.51772,0,(113.081150 | -191.540117),(113.084320 | -191.603760),6.3722,0.0
1193,5,24-31-38-39-43,24-31-38-39-43,187.653,242.182,2.62551,0,(113.072385 | -191.602077),(113.084320 | -191.603760),1.20528,0.0
1194,5,24-31-38-39-43,24-31-38-39-43,187.245,294.452,2.46585,0,(113.320092 | -191.430182),(113.084320 | -191.603760),29.2776,0.0
1195,5,24-31-38-39-43,24-31-38-39-43,109.101,197.717,2.91505,0,(113.047344 | -191.714570),(113.084320 | -191.603760),11.6816,0.0
1196,5,24-31-38-39-43,24-31-38-39-43,111.409,298.76,2.38482,0,(113.029621 | -191.544696),(113.084320 | -191.603760),8.05015,0.0
1197,5,24-31-38-39-43,24-31-38-39-43,157.83,673.7,4.10761,0,(113.018508 | -191.764080),(113.084320 | -191.603760),17.3303,0.0
1198,5,24-31-38-39-43,24-31-38-39-43,118.41,202.729,2.1957,0,(112.982870 | -191.708221),(113.084320 | -191.603760),14.5617,0.0
1199,5,24-31-38-39-43,24-31-38-39-43,112.003,275.575,2.73481,0,(112.948480 | -191.729558),(113.084320 | -191.603760),18.5143,0.0
1200,5,24-31-38-39-43,24-31-38-39-43,113.336,226.852,3.57312,0,(113.122108 | -191.456894),(113.084320 | -191.603760),15.1649,0.0
1201,5,24-31-38-39-43,24-31-38-39-43,126.873,231.959,2.07526,0,(113.096092 | -191.612091),(113.084320 | -191.603760),1.44214,0.0
1202,5,24-31-38-39-43,24-31-38-39-43,108.256,204.805,2.40031,0,(113.125528 | -191.590226),(113.084320 | -191.603760),4.33734,0.0
1203,5,24-31-38-39-43,24-31-38-39-43,124.906,414.091,2.90586,0,(112.992692 | -191.585081),(113.084320 | -191.603760),9.35129,0.0
1204,5,24-31-38-39-43,24-31-38-39-43,186.354,328.194,3.50192,0,(112.996365 | -191.659544),(113.084320 | -191.603760),10.4154,0.0
1205,5,24-31-38-39-43,24-31-38-39-43,119.247,255.915,1.23553,0,(113.103451 | -191.584705),(113.084320 | -191.603760),2.70014,0.0
1206,5,24-31-38-39-43,24-31-38-39-43,118.658,398.154,2.19505,0,(113.017438 | -191.700478),(113.084320 | -191.603760),11.7591,0.0
1207,5,24-31-38-39-43,24-31-38-39-43,131.372,248.399,1.27196,0,(113.083143 | -191.594765),(113.084320 | -191.603760),0.907134,0.0
1208,5,24-31-38-39-43,24-31-38-39-43,236.157,351.816,2.85266,0,(113.311943 | -191.348489),(113.084320 | -191.603760),34.2017,0.0
1209,5,24-31-38-39-43,24-31-38-39-43,165.835,282.517,3.79233,0,(113.029973 | -191.691393),(113.084320 | -191.603760),10.3117,0.0
1210,5,24-31-38-39-43,24-31-38-39-43,188.105,338.278,1.89971,0,(113.077457 | -191.564236),(113.084320 | -191.603760),4.01157,0.0
1211,5,24-31-38-39-43,24-31-38-39-43,112.417,189.236,2.03071,0,(113.100162 | -191.538913),(113.084320 | -191.603760),6.67538,0.0
1212,5,24-31-38-39-43,24-31-38-39-43,189.941,259.621,2.99478,0,(112.955766 | -191.760719),(113.084320 | -191.603760),20.2885,0.0
1213,5,24-31-38-39-43,24-31-38-39-43,113.729,330.802,3.91042,0,(113.233175 | -191.426430),(113.084320 | -191.603760),23.1525,0.0
1214,5,24-31-38-39-43,24-31-38-39-43,144.747,613.052,2.72964,0,(113.193935 | -191.616922),(113.084320 | -191.603760),11.0402,0.0
1215,5,24-31-38-39-43,24-31-38-39-43,153.262,331.64,2.64922,0,(113.051627 | -191.710039),(113.084320 | -191.603760),11.1194,0.0
1216,5,24-31-38-39-43,24-31-38-39-43,142.52,270.694,2.75294,0,(113.009251 | -191.692158),(113.084320 | -191.603760),11.5972,0.0
1217,5,24-31-38-39-43,24-31-38-39-43,107.629,261.732,1.69999,0,(113.105273 | -191.671086),(113.084320 | -191.603760),7.05108,0.0
1218,5,24-31-38-39-43,24-31-38-39-43,106.453,214.109,3.5294,0,(113.167558 | -191.504634),(113.084320 | -191.603760),12.9439,0.0
1219,5,24-31-38-39-43,24-31-38-39-43,182.529,316.37,3.35862,0,(113.072597 | -191.621225),(113.084351 | -191.603760),2.1052,0.0
1220,5,24-31-38-39-43,24-31-38-39-43,106.415,231.13,2.88135,0,(113.171645 | -191.460209),(113.113190 | -191.603867),15.5095,0.0
1221,5,24-31-38-39-43,24-31-38-39-43,106.576,260.546,1.76763,0,(113.206080 | -191.658680),(113.241463 | -191.604034),6.51002,0.0
1222,5,24-31-38-39-43,24-31-38-39-43,112.956,225.761,2.65685,0,(113.443420 | -191.682408),(113.496185 | -191.603928),9.45694,0.0
1223,5,24-31-38-39-43,24-31-38-39-43,116.789,485.475,3.15582,0,(113.580888 | -191.840389),(113.886620 | -191.604141),38.6373,0.0
1224,5,24-31-38-39-43,24-31-38-39-43,113.325,373.47,5.62273,0,(114.600289 | -191.493370),(114.619751 | -191.604523),11.2843,0.0
1225,4,31-38-39-43,31-38-39-43,176.558,309.664,3.64901,0,(115.495584 | -191.354945),(115.317276 | -191.604843),30.699,0.0
1226,4,31-38-39-43,31-38-39-43,130.475,302.16,4.17687,0,(116.090297 | -191.589660),(116.115814 | -191.605347),2.9953,0.0
1227,4,31-38-39-43,31-38-39-43,230.426,315.799,3.95773,0,(116.974357 | -191.589525),(116.971931 | -191.605911),1.65643,0.0
1228,4,31-38-39-43,31-38-39-43,111.956,215.955,5.12176,0,(118.128511 | -191.399862),(117.923172 | -191.606445),29.1275,0.0
1229,4,31-38-39-43,31-38-39-43,94.199,243.072,4.49083,0,(119.236168 | -191.576022),(119.202705 | -191.607483),4.59297,0.0
1230,4,31-38-39-43,31-38-39-43,104.469,272.269,5.0495,0,(120.270293 | -191.495095),(120.097878 | -191.608292),20.6253,0.0
1231,4,31-38-39-43,31-38-39-43,106.305,317.624,3.16465,0,(121.033825 | -191.532231),(120.945450 | -191.609085),11.7119,0.0
1232,4,31-38-39-43,31-38-39-43,131.632,391.105,4.45357,0,(121.714028 | -191.677573),(121.782036 | -191.609940),9.5913,0.0
1233,4,31-38-39-43,31-38-39-43,89.876,228.456,5.60812,0,(122.921139 | -191.588235),(122.907806 | -191.611160),2.65205,0.0
1234,4,31-38-39-43,31-38-39-43,92.575,250.819,3.5483,0,(123.685464 | -191.569991),(123.729111 | -191.628082),7.2661,0.0
1235,4,31-38-39-43,31-38-39-43,106.557,198.884,3.60353,0,(124.538426 | -191.738168),(124.551521 | -191.725189),1.84378,0.0
1236,4,31-38-39-43,31-38-39-43,98.096,274.61,3.26358,0,(125.499805 | -192.040837),(125.450546 | -191.874786),17.3203,0.0
1237,4,31-38-39-43,31-38-39-43,95.007,297.844,4.82966,0,(126.805083 | -192.175884),(126.825142 | -192.147766),3.4539,0.0
1238,5,31-38-39-43-46,31-38-39-43-46,144.914,300.568,6.36927,0,(128.005067 | -192.430921),(127.987694 | -192.405869),3.04865,0.0
1239,6,31-38-39-43-45-46,31-38-39-43-45-46,118.379,217.782,8.45849,0,(129.107297 | -192.771729),(129.177841 | -192.737656),7.83423,0.0
1240,6,31-38-39-43-45-46,31-38-39-43-45-46,159.525,237.617,7.33423,0,(130.225231 | -193.251501),(130.248383 | -193.225342),3.4933,0.0
1241,6,31-38-39-43-45-46,31-38-39-43-45-46,137.728,258.825,9.80975,0,(131.220860 | -194.285751),(131.351196 | -194.198410),15.6896,0.0
1242,6,31-38-39-43-45-46,31-38-39-43-45-46,136.316,255.76,7.36428,0,(131.843874 | -195.228897),(131.902908 | -195.181702),7.55803,0.0
1243,6,31-38-39-43-45-46,31-38-39-43-45-46,127.657,205.056,6.68474,0,(132.331460 | -196.262942),(132.245316 | -196.347549),12.0745,0.0
1244,6,31-38-39-43-45-46,31-38-39-43-45-46,136.84,330.311,9.55504,0,(132.431037 | -197.487875),(132.421371 | -197.580582),9.32095,0.0
1245,6,31-38-39-43-45-46,31-38-39-43-45-46,122.665,261.804,11.2361,0,(132.482967 | -199.171994),(132.488632 | -199.189468),1.83695,0.0
1246,6,31-38-39-43-45-46,31-38-39-43-45-46,145.915,196.325,7.09568,0,(132.399044 | -200.415622),(132.468002 | -200.375366),7.98483,0.0
1247,6,31-38-39-43-45-46,31-38-39-43-45-46,124.244,238.236,7.41683,0,(132.449294 | -201.597245),(132.433060 | -201.582245),2.21036,0.0
1248,5,31-38-39-43-46,31-38-39-43-46,153.512,303.519,7.07114,0,(132.363131 | -202.837974),(132.394501 | -202.804230),4.60734,0.0
1249,5,31-38-39-43-46,31-38-39-43-46,112.508,249.233,7.27092,0,(132.376165 | -204.410931),(132.340363 | -204.419373),3.67837,0.0
1250,5,31-38-39-43-46,31-38-39-43-46,184.074,312.81,8.68545,0,(132.186506 | -206.035638),(132.300842 | -205.621552),42.9582,0.0
1251,5,31-38-39-43-46,31-38-39-43-46,189.077,277.827,3.88334,0,(132.296444 | -206.817285),(132.271530 | -206.829132),2.75871,0.0
1252,5,31-38-39-43-46,31-38-39-43-46,129.368,349.425,6.24309,0,(132.256552 | -208.002804),(132.247009 | -208.042099),4.04371,0.0
1253,5,31-38-39-43-46,31-38-39-43-46,117.433,240.577,7.6278,0,(132.201461 | -209.666185),(132.218536 | -209.656570),1.95965,0.0
1254,5,38-39-40-43-46,38-39-40-43-46,122.82,251.332,6.12337,0,(132.388700 | -210.657394),(132.199738 | -210.864319),28.0223,0.0
1255,5,38-39-40-43-46,38-39-40-43-46,188.075,355.119,7.41816,0,(132.166411 | -212.095040),(132.186340 | -212.071655),3.07255,0.0
1256,5,38-39-40-43-46,38-39-40-43-46,120.551,309.905,5.22606,0,(132.135332 | -213.298661),(132.175629 | -213.260803),5.52903,0.0
1257,5,38-39-40-43-47,38-39-40-43-47,108.622,216.498,7.77433,0,(132.096337 | -214.836505),(132.163986 | -214.774155),9.19997,0.0
1258,5,38-39-40-43-47,38-39-40-43-47,141.398,418.019,6.98437,0,(132.170627 | -215.849046),(132.156662 | -215.859100),1.72079,0.0
1259,5,38-39-40-43-47,38-39-40-43-47,190.391,215.547,6.01688,0,(132.051464 | -216.993129),(132.151382 | -216.918198),12.4893,0.0
1260,4,39-40-43-47,39-40-43-47,168.797,361.162,4.00978,0,(132.034409 | -217.926593),(132.147141 | -217.928574),11.2749,0.0
1261,5,32-39-40-43-47,32-39-40-43-47,122.951,254.54,4.68382,0,(132.178377 | -218.858714),(132.143478 | -218.890350),4.71042,0.0
1262,5,32-39-40-43-47,32-39-40-43-47,179.535,273.064,1.65383,0,(132.195235 | -218.933019),(132.143112 | -218.989288),7.67005,0.0
1263,5,32-39-40-43-47,32-39-40-43-47,134.203,308.078,3.52539,0,(132.242208 | -218.861903),(132.143097 | -218.990112),16.2051,0.0
1264,5,32-39-40-43-47,32-39-40-43-47,192.447,301.034,2.35046,0,(132.026106 | -219.149040),(132.143097 | -218.990616),19.6939,0.0
1265,5,32-39-40-43-47,32-39-40-43-47,188.142,981.754,1.54875,0,(132.193277 | -218.917719),(132.143097 | -218.990753),8.86123,0.0
1266,5,32-39-40-43-47,32-39-40-43-47,147.279,278.221,2.26187,0,(132.153225 | -218.980706),(132.143097 | -218.990799),1.42986,0.0
1267,5,32-39-40-43-47,32-39-40-43-47,104.08,177.843,1.44142,0,(132.165170 | -218.989990),(132.143097 | -218.990829),2.20889,0.0
1268,5,32-39-40-43-47,32-39-40-43-47,106.361,222.077,1.96637,0,(132.165968 | -218.977663),(132.143097 | -218.990829),2.63906,0.0
1269,5,32-39-40-43-47,32-39-40-43-47,111.36,266.398,3.30076,0,(132.174543 | -218.956656),(132.143097 | -218.990829),4.64397,0.0
1270,5,32-39-40-43-47,32-39-40-43-47,124.25,224.415,2.85524,0,(132.055513 | -219.066248),(132.143097 | -218.990860),11.5561,0.0
1271,5,32-39-40-43-47,32-39-40-43-47,130.833,318.41,2.08701,0,(132.218129 | -218.992875),(132.143097 | -218.990860),7.50594,0.0
1272,5,32-39-40-43-47,32-39-40-43-47,106.285,262.45,1.78106,0,(132.305908 | -218.763903),(132.143097 | -218.990860),27.9316,0.0
1273,5,32-39-40-43-47,32-39-40-43-47,111.408,248.011,3.40042,0,(132.222333 | -219.108147),(132.143097 | -218.990860),14.1543,0.0
1274,5,32-39-40-43-47,32-39-40-43-47,115.93,305.133,3.36531,0,(132.189394 | -218.952881),(132.143097 | -218.990860),5.98822,0.0
1275,5,32-39-40-43-47,32-39-40-43-47,111.864,354.539,2.70883,0,(132.144668 | -218.939993),(132.143097 | -218.990860),5.08909,0.0
1276,5,32-39-40-43-47,32-39-40-43-47,122.795,296.085,3.44156,0,(132.234995 | -218.899441),(132.143097 | -218.990860),12.9625,0.0
1277,5,32-39-40-43-47,32-39-40-43-47,190.914,370.787,3.8024,0,(132.153852 | -219.001370),(132.143097 | -218.990860),1.50373,0.0
1278,5,32-39-40-43-47,32-39-40-43-47,105.058,254.365,3.27922,0,(132.262420 | -218.785830),(132.143097 | -218.990860),23.7224,0.0
1279,5,32-39-40-43-47,32-39-40-43-47,191.974,368.983,2.76643,0,(132.106417 | -219.013889),(132.143097 | -218.990860),4.33102,0.0
1280,5,32-39-40-43-47,32-39-40-43-47,113.328,293.131,2.14443,0,(131.941404 | -219.153046),(132.143097 | -218.990860),25.8814,0.0
1281,5,32-39-40-43-47,32-39-40-43-47,135.348,368.596,4.59691,0,(132.200794 | -218.932737),(132.143097 | -218.990860),8.18978,0.0
1282,5,32-39-40-43-47,32-39-40-43-47,105.2,247.838,2.55989,0,(132.111869 | -219.041223),(132.143097 | -218.990860),5.92591,0.0
1283,5,32-39-40-43-47,32-39-40-43-47,112.121,204.603,2.5803,0,(132.044588 | -219.152732),(132.143097 | -218.990860),18.949,0.0
1284,5,32-39-40-43-47,32-39-40-43-47,118.312,323.248,2.1182,0,(132.196172 | -218.935792),(132.143097 | -218.990860),7.64819,0.0
1285,5,32-39-40-43-47,32-39-40-43-47,118.469,247.344,1.79718,0,(132.118977 | -219.008630),(132.143097 | -218.990860),2.99594,0.0
1286,5,32-39-40-43-47,32-39-40-43-47,143.967,273.211,3.41034,0,(132.033828 | -219.085727),(132.143097 | -218.990860),14.4705,0.0
1287,5,32-39-40-43-47,32-39-40-43-47,106.152,204.984,1.67921,0,(132.216050 | -218.920498),(132.143097 | -218.990860),10.1355,0.0
1288,5,32-39-40-43-47,32-39-40-43-47,165.955,400.36,1.77456,0,(132.173210 | -218.967635),(132.143097 | -218.990860),3.80292,0.0
1289,5,32-39-40-43-47,32-39-40-43-47,111.652,291.407,4.1434,0,(132.132549 | -219.004098),(132.143097 | -218.990860),1.69266,0.0
1290,5,32-39-40-43-47,32-39-40-43-47,139.276,332.572,1.71147,0,(132.144246 | -219.004202),(132.143097 | -218.990860),1.33918,0.0
1291,5,32-39-40-43-47,32-39-40-43-47,105.695,236.102,3.20613,0,(132.167110 | -218.988400),(132.143097 | -218.990860),2.41385,0.0
1292,5,32-39-40-43-47,32-39-40-43-47,105.724,199.935,2.84806,0,(132.193195 | -218.978470),(132.143097 | -218.990860),5.16071,0.0
1293,5,32-39-40-43-47,32-39-40-43-47,138.962,337.356,1.08708,0,(132.145091 | -218.995495),(132.143097 | -218.990860),0.504574,0.0
1294,5,32-39-40-43-47,32-39-40-43-47,129.442,223.126,4.28253,0,(132.358525 | -218.914255),(132.143097 | -218.990860),22.8643,0.0
1295,5,32-39-40-43-47,32-39-40-43-47,114.536,245.589,3.35937,0,(131.900456 | -219.246364),(132.143097 | -218.990860),35.2359,0.0
1296,5,32-39-40-43-47,32-39-40-43-47,107.184,211.984,4.12859,0,(132.184422 | -218.988902),(132.143097 | -218.990860),4.13715,0.0
1297,5,32-39-40-43-47,32-39-40-43-47,110.857,231.787,3.2716,0,(132.256338 | -218.853830),(132.143097 | -218.990860),17.7766,0.0
1298,5,32-39-40-43-47,32-39-40-43-47,133.033,222.69,2.69122,0,(132.110084 | -219.029617),(132.143097 | -218.990860),5.09115,0.0
1299,5,32-39-40-43-47,32-39-40-43-47,127.779,312.67,1.96056,0,(132.232197 | -218.957637),(132.143097 | -218.990860),9.50926,0.0
1300,5,32-39-40-43-47,32-39-40-43-47,185.026,283.165,3.70528,0,(131.994224 | -219.138601),(132.143097 | -218.990860),20.9739,0.0
1301,5,32-39-40-43-47,32-39-40-43-47,181.668,327.126,2.73256,0,(132.117392 | -219.028750),(132.143097 | -218.990860),4.57866,0.0
1302,5,32-39-40-43-47,32-39-40-43-47,104.275,230.152,2.97251,0,(132.442187 | -218.811316),(132.143097 | -218.990860),34.8842,0.0
1303,5,32-39-40-43-47,32-39-40-43-47,186.194,336.63,2.05526,0,(132.252551 | -219.022016),(132.143097 | -218.990860),11.3802,0.0
1304,5,32-39-40-43-47,32-39-40-43-47,160.562,418.831,2.2273,0,(132.243180 | -218.890803),(132.143097 | -218.990860),14.1521,0.0
1305,5,32-39-40-43-47,32-39-40-43-47,144.905,194.304,1.40582,0,(132.353527 | -218.884384),(132.143097 | -218.990860),23.5834,0.0
1306,5,32-39-40-43-47,32-39-40-43-47,114.587,253.566,3.96833,0,(132.065086 | -218.988035),(132.143097 | -218.990860),7.80616,0.0
1307,5,32-39-40-43-47,32-39-40-43-47,110.894,370.498,2.88999,0,(132.110877 | -218.979442),(132.143097 | -218.990860),3.41837,0.0
1308,5,32-39-40-43-47,32-39-40-43-47,149.284,257.413,3.87956,0,(132.180066 | -218.995882),(132.143097 | -218.990860),3.73084,0.0
1309,5,32-39-40-43-47,32-39-40-43-47,146.028,324.376,2.26359,0,(132.224078 | -218.894022),(132.143097 | -218.990860),12.6236,0.0
1310,5,32-39-40-43-47,32-39-40-43-47,175.635,341.348,1.48647,0,(132.166130 | -218.967929),(132.143097 | -218.990860),3.25018,0.0
1311,5,32-39-40-43-47,32-39-40-43-47,131.43,319.076,1.95668,0,(132.180261 | -218.990871),(132.143097 | -218.990860),3.71645,0.0
1312,5,32-39-40-43-47,32-39-40-43-47,116.065,270.285,2.35821,0,(132.109351 | -219.039030),(132.143097 | -218.993713),5.65013,0.0
1313,5,32-39-40-43-47,32-39-40-43-47,198.356,348.618,3.14189,0,(132.147217 | -219.046245),(132.142853 | -219.049622),0.551772,0.0
1314,5,32-39-40-43-47,32-39-40-43-47,157.603,234.557,1.61652,0,(132.177936 | -219.181704),(132.142242 | -219.215225),4.89663,0.0
1315,5,32-39-40-43-47,32-39-40-43-47,107.125,197.413,2.78018,0,(132.139998 | -219.634778),(132.140747 | -219.642044),0.730489,0.0
1316,5,32-39-40-43-47,32-39-40-43-47,130.517,264.96,4.59856,0,(132.075278 | -220.212935),(132.139145 | -220.120682),11.2203,0.0
1317,5,32-39-40-43-47,32-39-40-43-47,109.557,383.731,3.28445,0,(131.994918 | -220.809031),(132.137405 | -220.733612),16.1217,0.0
1318,5,32-39-40-43-47,32-39-40-43-47,139.338,259.767,3.85017,0,(132.177988 | -221.435257),(132.135605 | -221.471085),5.54968,0.0
1319,5,32-39-40-43-47,32-39-40-43-47,140.833,283.35,4.49375,0,(132.233536 | -222.532514),(132.133148 | -222.570557),10.7354,0.0
1320,5,32-39-40-43-47,32-39-40-43-47,129.446,250.294,5.12873,0,(132.104993 | -223.478660),(132.131271 | -223.489990),2.8617,0.0
1321,5,32-39-40-43-47,32-39-40-43-47,132.347,247.421,5.75434,0,(132.102447 | -224.473003),(132.129181 | -224.508530),4.44618,0.0
1322,5,32-39-40-43-47,32-39-40-43-47,174.484,244.945,6.54966,0,(132.240523 | -225.693381),(132.124268 | -225.835892),18.3914,0.0
1323,5,32-39-40-43-47,32-39-40-43-47,141.904,318.299,5.54815,0,(131.978677 | -226.826120),(132.117096 | -226.761154),15.2906,0.0
1324,6,32-39-40-43-47-48,32-39-40-43-47-48,179.02,218.03,6.04156,0,(132.234075 | -227.463876),(132.109039 | -227.641479),21.7202,0.0
1325,6,32-39-40-43-47-48,32-39-40-43-47-48,171.944,277.731,5.13154,0,(132.436506 | -228.205764),(132.100296 | -228.516037),45.7501,0.0
1326,6,32-39-40-43-47-48,32-39-40-43-47-48,252.616,693.819,11.5232,0,(132.040830 | -229.737883),(132.087875 | -229.687790),6.8721,0.0
1327,6,32-39-40-43-47-48,32-39-40-43-47-48,217.255,885.081,5.48548,0,(132.064906 | -230.528869),(132.076126 | -230.536453),1.35433,0.0
1328,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,180.956,256.393,6.36522,0,(131.998510 | -231.382609),(132.029877 | -231.351181),4.44028,0.0
1329,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,174.716,234.652,7.46721,0,(131.943055 | -232.398773),(131.888626 | -232.435333),6.55678,0.0
1330,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,127.734,263.925,10.197,0,(131.626914 | -233.400814),(131.665237 | -233.302521),10.55,0.0
1331,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,157.113,242.317,6.39578,0,(131.286462 | -234.220600),(131.280777 | -234.225861),0.774563,0.0
1332,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,149.069,335.241,7.29444,0,(130.784925 | -235.086429),(130.691269 | -235.143784),10.9823,0.0
1333,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,181.212,293.692,14.4386,0,(129.503916 | -236.235459),(129.525391 | -236.173233),6.58272,0.0
1334,7,32-33-39-40-43-47-48,32-33-39-40-43-47-48,220.124,317.341,9.40949,0,(128.467712 | -236.674456),(128.439148 | -236.698944),3.76243,0.0
1335,5,32-33-39-40-43,32-33-39-40-43,150.262,278.502,7.6599,0,(127.291892 | -237.011621),(127.278549 | -236.995911),2.06114,0.0
1336,5,32-33-39-40-43,32-33-39-40-43,168.942,283.447,7.17087,0,(125.879296 | -237.338673),(126.082344 | -237.139175),28.4654,0.0
1337,5,32-33-39-40-43,32-33-39-40-43,109.149,290.215,6.49307,0,(124.848178 | -237.284236),(124.874138 | -237.185928),10.1677,0.0
1338,5,32-33-39-40-43,32-33-39-40-43,110.227,253.907,7.45696,0,(123.217438 | -237.196394),(123.261307 | -237.183334),4.57711,0.0
1339,5,32-33-39-40-43,32-33-39-40-43,128.109,267.874,4.71953,0,(122.194254 | -237.032746),(122.052841 | -237.159103),18.9641,0.0
1340,5,32-33-39-40-43,32-33-39-40-43,192.903,361.039,6.37497,0,(120.862744 | -237.106991),(120.843956 | -237.125107),2.6099,0.0
1341,5,32-33-39-40-43,32-33-39-40-43,132.562,311.691,9.10024,0,(119.282958 | -237.016032),(119.231071 | -237.073944),7.7756,0.0
1342,5,32-33-39-40-43,32-33-39-40-43,181.042,361.68,8.28003,0,(118.047835 | -237.118871),(118.021667 | -237.045059),7.83132,0.0
